customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST014232,37,female,SOUTH,,High School,Single,26,Annual,In-store,Bronze,0,7,168.54,1219.31,1,4,0.2829,0.6416,55,7,0.4444,Cashback,96.5,Credit Card
CUST017088,48,F,SOUTH,Mid,,Married,7,Monthly,App,Silver,0,9,170.94,1524.01,30,2,0,0.0706,30,14,0.3098,,42.5,Debit Card
CUST004834,34,MALE,west,Low,High School,Single,16,Monthly,Web,Bronze,0,38,84.58,3459.34,183,5,0.1167,0.3479,11,16,0.1865,No Promotion,73,Debit Card
CUST013509,44,female,East,High,Post-Graduate,Married,26,Monthly,In-store,Gold,0,11,37.91,395.41,120,5,0.5046,0.5362,39,5,0.4155,Discount,21.5,COD
CUST002442,49,Male,South,Mid,High School,Married,27,Monthly,In-store,Silver,0,5,272.51,1369.05,169,4,0,0.3683,53,6,0.97,Discount,66,Credit Card
CUST011787,56,female,South,Low,,Married,34,Monthly,Web,Silver,0,37,104.45,4183.92,18,8,0.1951,,0,22,0.5842,Discount,77,Credit Card
CUST011211,60,Female,North,Mid,Graduate,Married,14,Monthly,In-store,Bronze,0,42,74.31,3029.4,146,4,0.0994,0.8916,33,18,0.5419,,54.5,Credit Card
CUST008255,32,Male,WEST,,Graduate,Married,44,Monthly,Web,Platinum,0,1,28.81,29.84,42,1,0.1811,0.7823,19,0,0.2508,No Promotion,71,Wallet
CUST019645,37,Male,SOUTH,High,Graduate,Married,20,Monthly,In-store,Bronze,0,6,24.88,162.2,15,5,0.3212,,36,5,0.97,Discount,19.5,COD
CUST006911,47,female,north ,Mid,High School,Single,14,Monthly,Phone,Silver,1,3,38.22,114.64,179,1,0,0,0,17,0,,51,Credit Card
CUST001664,26,Male,Central,Mid,High School,Married,50,Annual,In-store,Bronze,0,7,167.61,1258.75,80,3,0.2651,0.6722,,4,0.1218,Cashback,60,Credit Card
CUST004518,39,Female,CENTRAL,High,Graduate,Married,34,Monthly,Web,Gold,0,9,28.54,279.48,183,1,0.0021,0.2571,12,0,0,Free Shipping,52,Credit Card
CUST009275,39,Male,EAST,Low,Graduate,Single,21,Monthly,In-store,Bronze,1,7,295.57,1968.06,183,5,0.3367,0.6824,25,0,0.97,No Promotion,22,Credit Card
CUST004781,49,Female,CENTRAL,Low,Graduate,Married,68,Monthly,Web,Bronze,0,8,15.05,127.29,74,5,0,0.6108,60,0,0.4065,Discount,73.5,Credit Card
CUST005094,39,Female,South ,Mid,Post-Graduate,Divorced,15,Annual,App,Bronze,0,31,88.16,2816.99,105,4,0.1925,0.3778,0,15,0.1548,Free Shipping,46.5,Wallet
CUST002263,48,FEMALE,SOUTH,Low,High School,Single,59,Annual,Web,Bronze,0,10,58.69,644.01,56,1,0.1789,0.087,,0,0.2998,Discount,,COD
CUST001650,41,FEMALE,north ,Mid,High School,Married,29,Monthly,Web,Silver,0,6,200.9,1226.02,183,1,0.4474,0.5966,19,1,0.3518,,45.5,Debit Card
CUST005903,28,Non-binary,east,,Graduate,Single,44,Annual,App,Bronze,0,30,30.44,966.73,168,5,0.0647,0.2217,60,14,0.97,Discount,41,Credit Card
CUST011269,45,male,NORTH,,,Widowed,18,Monthly,App,Gold,1,,155.04,2023.77,68,6,0,0.4972,15,9,0.1819,Discount,48,Debit Card
CUST015110,21,FEMALE,EAST,,High School,Widowed,48,Multi-year,App,Platinum,0,24,52.28,1281.46,33,2,0.0145,0.0646,0,12,0.3971,No Promotion,9.5,Credit Card
CUST015917,,Male,east,High,High School,Married,25,Monthly,App,Gold,0,1,29.62,30.77,103,1,0.3277,0.5964,27,0,0.1287,,81.5,Debit Card
CUST001643,38,female,west,Low,Graduate,Married,19,Annual,Web,Silver,0,3,27.91,91.54,38,2,0.3132,0.332,12,15,0,Discount,49,Credit Card
CUST000811,32,Female,WEST,,High School,Single,58,Annual,In-store,Bronze,0,19,295.61,5337.81,92,4,0.0424,0.5114,20,0,0.3847,,59.5,Wallet
CUST009035,46,Female,South,Mid,Post-Graduate,Single,23,Annual,Web,Silver,0,42,66.52,2558.54,73,5,0.2246,0.2748,56,16,0.6054,Cashback,11,COD
CUST002414,,Female,north,High,Graduate,Single,27,Monthly,Phone,Silver,0,14,83.92,1286.82,38,4,0.3618,0,55,7,0.3035,Discount,63,Wallet
CUST017532,46,female,Central,Low,High School,Married,6,Annual,Web,,0,38,97.15,3767.51,70,4,0.6086,0,26,0,0.085,Cashback,58.5,Debit Card
CUST014597,,Female,CENTRAL,High,Graduate,Married,32,Monthly,App,Silver,1,9,363.99,2959.61,,3,0.5869,0,,8,0,Free Shipping,41,Credit Card
CUST015339,44,Male,CENTRAL,High,High School,Married,30,Monthly,Web,Silver,0,2,21.6,43.38,74,2,0.6532,0.98,,3,0.4938,No Promotion,58.5,Wallet
CUST008685,57,MALE,east,Mid,Graduate,Married,14,Annual,In-store,Bronze,0,22,126.75,3031.63,46,3,0.2135,0.1626,31,0,0.0381,Discount,94,Debit Card
CUST019383,51,Female,SOUTH,Low,Post-Graduate,Married,25,Annual,App,Bronze,0,19,108.93,2270.17,47,4,0.3866,0.3338,,0,0,Discount,,Credit Card
CUST004886,54,Female,SOUTH,High,Post-Graduate,Married,66,Monthly,In-store,,1,14,261.3,3530.69,31,3,0.2553,0,26,13,0.1295,Free Shipping,,Credit Card
CUST008738,54,MALE,south,Mid,Doctorate,Divorced,62,Monthly,Web,,0,26,106.48,2924.58,183,6,0.0848,0.3158,50,11,0.2562,Free Shipping,76,Credit Card
CUST014387,54,MALE,CENTRAL,Low,High School,Single,53,Multi-year,In-store,,0,12,142.7,1698.26,1,1,0.1039,0.8425,60,8,0.8346,No Promotion,19.5,Credit Card
CUST012786,46,MALE,WEST,Mid,Graduate,Married,63,Monthly,Web,Silver,1,1,562.62,595.59,114,1,0.4843,0.98,20,2,0.1752,No Promotion,15,Debit Card
CUST016233,45,Female,central,High,High School,Married,22,Monthly,Web,Bronze,0,13,30,410.13,,1,0,0.7111,0,6,0.4497,No Promotion,100,Credit Card
CUST004521,56,Male,North,High,Graduate,Widowed,113,Monthly,Web,Silver,0,14,130.11,1737.74,1,4,0.2596,0.5596,38,7,0.1855,No Promotion,59,Credit Card
CUST019934,69,Male,South,Low,Graduate,Single,20,Multi-year,Phone,Silver,0,1,778.25,800.06,15,1,0.1219,0.9114,52,1,0.97,Free Shipping,51,Wallet
CUST016615,24,Female,West,Mid,Post-Graduate,Single,85,Monthly,In-store,Bronze,0,16,126.11,1915.49,133,6,0.0259,0.4958,53,15,0.8024,Free Shipping,64.5,Credit Card
CUST007041,37,male,North,High,Graduate,Divorced,38,Multi-year,Web,Bronze,0,13,337.98,4079.71,82,2,0.1407,0.1477,27,5,0,No Promotion,85,Wallet
CUST015361,,Male,South,Mid,Post-Graduate,Married,33,Multi year,App,Silver,0,3,43.95,128.66,183,1,0.5123,0.7892,17,2,0.6728,No Promotion,9.5,COD
CUST000311,37,Non-binary,East,High,Graduate,Married,47,Annual,Phone,Bronze,0,8,95.08,830.48,1,3,0.4198,0.2961,30,8,0.3205,,72.5,Credit Card
CUST007197,50,Male,central,Mid,,Married,13,Annual,App,Gold,0,22,14.92,322.93,74,7,0.1783,0.535,,12,0.7887,Discount,59.5,Debit Card
CUST011217,46,Male,South,Low,High School,Married,39,Annual,Web,Bronze,0,13,73.01,983.91,165,1,0.3238,0,8,0,0.0929,Discount,51.5,Wallet
CUST006145,41,Male,South ,Low,Graduate,Divorced,120,Monthly,Web,Bronze,0,1,28.36,29.98,183,1,0.4009,0.98,42,0,0.539,No Promotion,,Credit Card
CUST013394,18,FEMALE,north,Mid,Doctorate,Single,16,Multi-year,App,Silver,0,11,166.59,1966.37,29,6,0.0995,0.499,35,5,0.7737,Discount,47.5,Credit Card
CUST017669,50,Male,CENTRAL,Low,Graduate,Divorced,22,Annual,Web,,0,22,128.3,2893.07,158,2,,0.7994,60,5,0.4059,No Promotion,,COD
CUST014745,49,Female,Central,Low,Graduate,Single,37,Annual,Web,Gold,1,1,528.5,575.41,142,1,0.1209,0.5885,4,5,0.5083,Cashback,4.5,Debit Card
CUST007031,59,F,south,High,High School,Married,27,Monthly,Phone,Bronze,0,14,38.76,523.75,62,7,0.136,0.2816,,0,0.7691,,,Credit Card
CUST010892,37,Female,South,High,Graduate,Single,5,Monthly,App,Silver,0,14,109.14,1539.61,1,7,0,0.6176,31,0,0.5588,No Promotion,56,Debit Card
CUST004238,69,female,CENTRAL,,Graduate,Married,17,Annual,Web,Gold,0,6,480.94,2707.32,110,1,0.0823,0.98,50,6,0.97,Discount,81,COD
CUST019643,56,female,CENTRAL,Low,High School,Single,19,Monthly,In-store,Gold,0,10,32.66,302.8,1,3,0.0928,0.2485,10,14,0.2271,Cashback,52.5,Debit Card
CUST009397,55,Female,West,Mid,Post-Graduate,Divorced,12,Monthly,App,,1,9,418.34,3829.34,8,4,0.1573,0.4733,,11,0.6559,Free Shipping,94.5,COD
CUST014888,38,Male,north ,Mid,High School,Married,13,Annual,Web,Gold,0,7,23.34,173.28,2,2,,0.7897,12,5,0.6406,,53,Credit Card
CUST014692,48,Female,west,Mid,Graduate,Married,44,Multi-year,Web,,0,6,260.02,1466.45,128,2,0.2812,0,4,3,0.6556,No Promotion,47.5,Credit Card
CUST006850,18,Female,North,Mid,Graduate,Single,16,Monthly,Phone,,0,13,194.88,2636.26,147,4,0.6783,0.2248,21,12,0.3961,Cashback,55,Wallet
CUST010273,46,Male,East,High,Graduate,Single,19,Annual,App,Silver,0,1,515.07,537.98,78,1,0.3754,0.0916,46,0,0.5343,Free Shipping,40.5,Debit Card
CUST005532,49,Female,north ,Mid,Post-Graduate,Married,26,Monthly,Web,Platinum,0,15,120.26,1797.62,38,5,,0.8771,27,0,0.5834,Free Shipping,96.5,Credit Card
CUST005105,29,male,west,High,High School,Married,43,Annual,App,,0,11,64.48,747.14,104,3,,0.0175,39,3,0,Discount,58,Credit Card
CUST009981,39,Non-binary,NORTH,Mid,Graduate,Married,54,Annual,In-store,Silver,0,2,684.84,1395.4,116,2,0.2065,0.6337,48,0,0.97,Free Shipping,22.5,Debit Card
CUST000465,43,Male,South ,Mid,High School,Married,85,Annual,In-store,Bronze,0,2,27.32,59.52,78,2,0.0528,,0,2,0.1222,Free Shipping,,Debit Card
CUST004222,51,Male,West,Mid,High School,Married,94,Annual,Web,Bronze,1,17,88.71,1587.61,183,3,0.2035,0.4572,18,22,0.5583,No Promotion,46.5,Credit Card
CUST006050,,Male,East,High,High School,Married,19,Monthly,In-store,Bronze,0,7,111.01,837.15,92,1,0.6195,0.8472,54,8,0.6098,No Promotion,57,Credit Card
CUST004867,43,Male,east,Mid,High School,Married,17,Monthly,In-store,,0,10,1826.61,17759.66,183,2,0.0484,0.036,60,2,0,Free Shipping,75,Debit Card
CUST017292,28,Female,central,Mid,,Married,9,Multi-year,Web,Bronze,0,2,31.63,67.19,180,2,0,0.6421,,0,0.97,Discount,54,Debit Card
CUST017493,43,Female,north,High,,Divorced,30,Monthly,Phone,Silver,0,14,62,953.38,50,4,,0.8038,60,12,0.4966,Free Shipping,5,Wallet
CUST005498,,Male,SOUTH,Low,Graduate,Single,9,Annual,Web,Bronze,0,18,275.93,4632.42,98,7,0.1939,0.7733,0,7,0.1183,Cashback,15.5,Wallet
CUST015916,,Female,Central,Low,Post-Graduate,Single,3,Monthly,App,Silver,0,,56.96,382.58,25,1,0.3059,,,0,0.97,,94,Credit Card
CUST008796,57,Female,central,Mid,High School,Single,20,Annual,In-store,Platinum,1,20,65.66,1408.4,96,5,0.2703,0,22,5,0.3638,No Promotion,95,Credit Card
CUST011548,48,F,Central,Mid,Graduate,Divorced,18,Annual,Web,Bronze,0,12,63.55,746.85,164,4,0.6433,0.4811,19,1,0,Free Shipping,13,Wallet
CUST017649,26,F,NORTH,Mid,High School,Widowed,9,Multi year,App,Gold,1,21,295.01,6205.39,153,6,0.5532,0.5454,13,8,0.4548,Cashback,63.5,Wallet
CUST001862,34,Male,CENTRAL,Mid,Graduate,Married,49,Monthly,Phone,Bronze,0,1,19.19,19.58,132,1,0.1741,0.1861,,0,0.2788,Discount,55,COD
CUST001581,55,Female,West,Mid,High School,Widowed,54,Monthly,Phone,Silver,0,34,158.31,5732.02,183,7,0.0826,0.2399,3,7,0.1162,Discount,10,Credit Card
CUST000367,43,Male,NORTH,High,High School,Married,41,Annual,Web,Gold,1,13,309.68,3783.91,12,5,0.4366,0.4144,37,13,0,No Promotion,76.5,Debit Card
CUST005354,58,Male,west,High,,Married,26,Multi-year,App,Bronze,0,6,16.11,94.56,183,1,0.3961,0.5114,25,9,0.2942,Free Shipping,84,Wallet
CUST001332,36,Male,CENTRAL,,High School,Married,24,Multi year,In-store,Gold,0,6,184.23,1082.05,60,3,0.1192,0.2416,,9,0.5654,No Promotion,18.5,COD
CUST012789,41,Female,north,,Post-Graduate,Single,45,Monthly,Web,Bronze,1,36,153.9,5155.69,104,5,0.4737,0.3731,0,6,0.3762,Cashback,63,Credit Card
CUST013717,73,Male,SOUTH,,Graduate,Married,23,Monthly,In-store,Bronze,1,22,33.34,673.5,82,6,,,,23,0.7716,,15.5,Credit Card
CUST004554,70,Male,South,Mid,Graduate,Single,28,Monthly,App,Silver,1,3,18.63,58.63,136,3,0.2685,0.3635,58,11,0.5368,Cashback,66.5,COD
CUST008489,41,MALE,EAST,Mid,Graduate,Single,27,Annual,App,Bronze,0,6,27.6,177.25,1,6,0.2119,0.98,22,0,0.4522,Free Shipping,68.5,Credit Card
CUST011871,54,Male,east,Mid,Graduate,Married,78,Monthly,Web,Gold,0,5,16.49,89.89,109,5,0,0.4062,4,7,0.6542,No Promotion,2,Credit Card
CUST018949,,MALE,north ,High,Graduate,Single,14,Annual,Phone,Bronze,0,,35.27,125.36,112,2,,0,,0,0.667,No Promotion,89.5,Debit Card
CUST016969,53,Male,EAST,Mid,High School,Single,13,Monthly,App,Platinum,0,39,94.83,4064.35,85,8,0,0.521,15,27,0.2393,No Promotion,58.5,Credit Card
CUST011508,,Female,EAST,Low,Post-Graduate,Married,20,multiyear,App,Gold,0,,164.03,802.89,164,2,0,0.98,6,2,0.97,No Promotion,76,Debit Card
CUST010958,56,F,west,Mid,Graduate,Widowed,9,Monthly,Phone,Silver,1,7,26.64,182.62,70,3,0.2305,0.5602,0,7,0.5573,Free Shipping,,Wallet
CUST005582,33,Male,East,Mid,Graduate,Single,30,Monthly,Phone,Bronze,0,11,201.84,2034.69,183,6,,,12,9,0.3478,,31.5,Wallet
CUST001790,32,F,NORTH,High,,Married,8,Annual,Phone,Silver,0,39,77.28,3121.12,114,8,0.168,0.24,28,19,0.3866,Free Shipping,45,Credit Card
CUST011997,51,Male,west,,Doctorate,Single,57,Monthly,App,Silver,0,34,146.87,5465.38,130,3,0.2111,0.5055,,11,0.1804,,100,Wallet
CUST000601,36,female,WEST,Low,Graduate,Married,30,Annual,Phone,Bronze,0,,93.07,1508.61,105,2,0.3527,0.197,0,0,0.2849,Free Shipping,22.5,COD
CUST017349,35,Male,SOUTH,Low,Doctorate,Married,66,Monthly,In-store,Platinum,0,10,37.38,375.76,128,3,0.092,0.5941,36,0,0.5404,,81,Credit Card
CUST012207,,F,south,Low,Graduate,Married,11,Monthly,Phone,Bronze,0,6,55.44,334.85,31,3,0.4591,0.3896,26,0,0.4515,No Promotion,,Debit Card
CUST003551,,Female,west,Low,High School,Single,44,Monthly,Web,,0,1,66.34,70.04,183,1,0.4607,0.5948,29,7,0.97,No Promotion,85,Debit Card
CUST013180,47,male,Central,High,,Single,84,Monthly,App,Bronze,0,28,66.28,1979.56,81,8,,0.4417,41,21,0.6436,Cashback,65.5,COD
CUST013461,33,Female,SOUTH,High,Graduate,Widowed,16,multi-year,App,,1,1,26.16,27.87,92,1,,0.7816,,0,0.6158,Cashback,28,Credit Card
CUST002949,51,MALE,east,Mid,High School,Married,17,Monthly,Phone,Gold,0,1,141.49,148.93,,1,0.3257,0.3979,42,0,0.1874,No Promotion,39,Credit Card
CUST007428,32,Male,NORTH,Low,,Single,38,Monthly,Web,Bronze,0,9,281.88,2771.31,70,4,0.1227,,48,2,0.561,Discount,55.5,Wallet
CUST002754,,F,South,Low,Graduate,Married,25,Monthly,Web,,0,14,45.26,601.64,121,3,0.0554,0.3459,,19,0.3905,No Promotion,10,COD
CUST000050,46,MALE,Central,High,Graduate,Married,8,Annual,In-store,Bronze,0,,90.95,2568.77,6,7,0.4464,0.5164,39,21,0.97,No Promotion,84,COD
CUST014438,67,Male,West,Low,Doctorate,Widowed,25,Multi year,In-store,Silver,0,15,73.73,1165.73,183,1,0.5007,0.2464,56,0,0.8029,Discount,43,Credit Card
CUST002892,18,F,East,Mid,High School,Married,39,Multi-year,Web,,0,41,165.49,6757.99,36,8,0.1093,0.7722,30,32,0.5611,No Promotion,86.5,Wallet
CUST005801,34,Female,West,Mid,Graduate,Single,20,Multi-year,Web,Gold,0,30,20.93,640.92,,5,0.0896,0.98,25,0,0.5957,No Promotion,,COD
CUST019809,28,Female,east,Low,,Divorced,25,Monthly,In-store,Silver,0,38,15.7,594,,8,0.1431,0.4452,43,16,0.7339,No Promotion,82.5,COD
CUST010257,30,Female,south,Mid,Graduate,Married,11,Monthly,Web,Platinum,0,3,41.34,118.65,183,1,0.267,0,34,0,0,Discount,23,COD
CUST001657,31,Male,central,High,Post-Graduate,Single,19,multiyear,App,,0,8,94.53,705.23,166,5,0.0243,,5,5,0.6641,Cashback,30.5,Debit Card
CUST011049,19,Female,central,Mid,Graduate,Single,19,Monthly,Web,Bronze,0,12,93.31,1198.1,105,5,0.3799,,36,1,0,No Promotion,,Debit Card
CUST014228,41,Male,north ,Mid,High School,Married,39,Monthly,Phone,Bronze,0,5,711.39,3397.05,97,3,0.0663,0.4025,6,4,0.6346,Cashback,46,Credit Card
CUST010085,29,Female,north,Low,High School,Divorced,47,Monthly,Phone,Bronze,0,32,61.74,2172.19,183,8,0.4551,0.245,17,19,0.962,No Promotion,50,COD
CUST006289,58,Male,NORTH,,Graduate,Divorced,18,Annual,App,Platinum,0,1,14.06,14.09,161,1,0.2671,0,44,0,0,Cashback,,Credit Card
CUST001526,67,Male,north,Mid,Graduate,Married,7,Monthly,App,Bronze,1,10,203.83,2194.02,183,3,0.2914,0.4784,60,0,0.4049,No Promotion,56,Credit Card
CUST012660,45,MALE,East,High,High School,Single,15,Monthly,App,Bronze,1,5,164.87,898.1,26,5,0.3902,0.3989,11,9,0.8131,No Promotion,25.5,Wallet
CUST003645,36,Female,north,Low,Graduate,Single,7,Monthly,Web,Gold,1,,93.93,330.15,,1,0.0483,0.4053,27,7,0.6588,Discount,34,Credit Card
CUST006422,28,Male,west,Low,Post-Graduate,Single,48,Annual,Web,,0,2,509.38,1044.76,,2,0.3966,,59,7,0.5698,No Promotion,70.5,Credit Card
CUST008584,35,FEMALE,north ,Mid,High School,Married,21,multi-year,In-store,,1,11,152.49,1772.21,148,2,0.157,0.3687,4,7,0.3981,No Promotion,,Debit Card
CUST014484,50,Female,east,Low,Graduate,Single,37,Multi-year,Web,Bronze,1,1,20.09,21.43,46,1,,0.1628,16,4,0,No Promotion,24,COD
CUST003643,28,Female,SOUTH,Mid,,Married,40,Annual,Phone,,1,1,683.72,686.24,,1,0.1026,0.6758,21,4,0.2336,Discount,,Wallet
CUST017197,44,Male,north,Mid,Doctorate,Single,51,Monthly,App,Gold,0,6,76.1,423.04,166,1,0.4601,0.8791,31,2,0.8533,Free Shipping,45.5,Credit Card
CUST018160,34,Female,CENTRAL,Low,Graduate,Single,13,Multi-year,In-store,Silver,0,3,17.08,55.84,183,3,0.4432,0.2754,19,0,0.3751,Free Shipping,8.5,Credit Card
CUST017690,47,Non-binary,south,High,High School,Married,57,Monthly,App,Bronze,1,1,30.67,31.95,119,1,0.2588,0.5453,10,2,0.4218,Discount,15,Wallet
CUST007878,49,Male,west,High,Doctorate,Married,35,Monthly,Web,Bronze,1,1,267.18,278.25,183,1,0.5868,0.5431,44,2,0.304,No Promotion,65.5,COD
CUST018948,47,M,EAST,High,Post-Graduate,Married,23,Multi-year,In-store,Silver,1,1,961.41,1042.79,1,1,0.1535,0.1293,10,3,0.2349,No Promotion,61,Credit Card
CUST003180,61,Female,NORTH,Low,Graduate,Widowed,27,Monthly,Web,Silver,1,,143.37,1301.41,98,4,0.0028,0.3645,0,0,0,Discount,66,Wallet
CUST003940,27,Male,NORTH,Low,Post-Graduate,Single,25,Monthly,Web,,1,12,184.57,2195.11,68,5,0.207,,,10,0.5443,No Promotion,95,Credit Card
CUST003171,18,male,South ,High,Graduate,Widowed,17,Annual,Web,Bronze,0,38,111.94,3961.45,183,4,0,,60,12,0.97,Cashback,83.5,Credit Card
CUST014169,,FEMALE,SOUTH,Mid,High School,Single,20,Monthly,App,Gold,1,17,52.14,947.5,108,4,0.5002,0.7004,,0,0.4244,Cashback,35,Wallet
CUST008150,41,Male,north,Low,Graduate,Married,10,Annual,In-store,Silver,0,42,43.23,1775.57,73,5,0.1138,0.563,34,23,0.8574,Free Shipping,88.5,Credit Card
CUST012727,36,Female,WEST,Low,Graduate,Married,32,Annual,Web,Gold,0,3,24.23,72.21,36,1,0.5872,0.8404,60,0,0.5836,Cashback,45,Credit Card
CUST016139,31,Male,West,High,Graduate,Married,14,Monthly,In-store,Silver,0,5,25.38,137.3,160,4,0.0888,0.4326,55,0,0.3833,No Promotion,44.5,Debit Card
CUST018178,33,FEMALE,west,Low,Post-Graduate,Single,13,Annual,Phone,,1,,173.06,3374.35,52,5,,0,46,15,0.753,Cashback,28,Debit Card
CUST004604,57,Male,east,Mid,High School,Divorced,11,Monthly,Web,Bronze,1,15,119.85,1901.31,107,2,0.0165,0.6039,,8,0.234,No Promotion,27,Credit Card
CUST019381,65,Male,West,Low,Graduate,Married,46,Monthly,Web,Bronze,0,3,296.84,806.81,29,1,0.3633,0.7299,44,1,0.7595,No Promotion,35.5,Credit Card
CUST016076,42,male,South ,Mid,Doctorate,Single,56,Annual,App,Gold,0,14,65.15,986.26,183,4,,0.0878,37,0,0,No Promotion,70.5,COD
CUST010993,51,Male,south,,High School,Single,32,Annual,Web,Gold,0,25,65.64,1538.82,25,7,,0.7364,29,13,0.97,No Promotion,67.5,Credit Card
CUST008464,51,male,east,Low,Graduate,Married,12,Monthly,Web,Gold,1,1,444.46,482.8,54,1,0.5006,0.2602,3,9,0.8544,Cashback,49.5,COD
CUST002182,42,Female,central,Mid,Graduate,Married,42,Monthly,In-store,Bronze,0,11,155.13,1843.95,,3,0.0799,0,0,2,0.6146,Discount,16,Credit Card
CUST018396,18,Female,north ,Mid,Graduate,Married,25,Monthly,In-store,Bronze,1,1,345.45,372.22,183,1,0.5586,0.2315,,1,0,Free Shipping,30,Debit Card
CUST011538,28,Male,West,Mid,High School,Married,18,Annual,App,Silver,1,1,26.15,28.29,1,1,0.1899,0.3617,0,1,0.4417,No Promotion,8,Credit Card
CUST005880,40,Male,central,Mid,Post-Graduate,Married,14,Monthly,Phone,,0,4,27.57,111.95,183,2,0.2688,0.3529,60,0,0.5359,No Promotion,57.5,Debit Card
CUST000026,45,M,West,Mid,High School,Widowed,42,Annual,In-store,Silver,0,,74.05,1900.52,132,4,0.1473,0.6027,47,6,0.9258,Cashback,38.5,Credit Card
CUST015775,43,F,NORTH,,Graduate,Single,76,Annual,App,Silver,0,20,56.57,1106.43,69,2,0,0.603,9,16,0.4061,,,Wallet
CUST017723,46,female,CENTRAL,Low,High School,Single,11,Annual,Phone,Silver,0,1,24.62,25.16,,1,0.1453,0.445,27,0,0.5338,Cashback,0,Wallet
CUST004275,37,MALE,central,Low,Post-Graduate,Single,8,Monthly,Web,Silver,0,13,26.92,377.56,1,6,0.2162,0.0418,0,3,0.8953,,35.5,Debit Card
CUST016410,18,FEMALE,west,Mid,Graduate,Divorced,44,Monthly,Web,Bronze,0,11,142.65,1723.35,1,4,0.1364,0.8205,0,13,0.7784,Cashback,47.5,Credit Card
CUST015599,,Male,east,Mid,Post-Graduate,Single,57,multi-year,Web,Bronze,0,16,19.56,289.38,97,4,0,0,52,3,0.7272,Cashback,60.5,Credit Card
CUST005683,64,female,South ,Mid,High School,Married,44,Monthly,App,Silver,0,2,31.23,64.66,1,1,,0.98,28,0,0.1945,Discount,42,Credit Card
CUST008251,66,Male,EAST,,Doctorate,Married,8,Monthly,In-store,Silver,0,6,96.64,622.91,26,1,0.0097,0.98,60,3,0.4829,Cashback,42,Wallet
CUST003339,30,male,South ,Mid,Graduate,Single,35,Monthly,App,Platinum,0,31,108.27,3182.2,30,8,0.4405,0.4644,15,19,0,Discount,68,Credit Card
CUST009057,56,Male,central,High,Post-Graduate,Divorced,16,Multi-year,Phone,Silver,0,42,45.62,1908.4,79,8,0.2108,,45,31,0.5482,Discount,80,Credit Card
CUST014830,51,Male,CENTRAL,Mid,Graduate,Married,15,Annual,App,Bronze,0,,68.49,113.34,183,1,0.1833,0.1843,,10,0.5513,Discount,60.5,Credit Card
CUST000743,28,M,East,Mid,High School,Married,24,Monthly,App,Bronze,0,14,256.59,3329.72,62,5,0.7135,0.4703,57,7,0.3141,,41,Debit Card
CUST002070,48,Male,Central,,Graduate,Married,18,Multi-year,Web,Bronze,0,17,151.33,2379.98,103,2,0.1363,0.7283,57,0,0.7576,Free Shipping,,Debit Card
CUST007330,49,Non-binary,South,High,High School,Divorced,37,multi-year,App,Bronze,1,7,138.71,1011.29,114,2,0.4729,,12,0,0.4622,Discount,57.5,Credit Card
CUST017169,49,Female,East,High,High School,Married,9,Multi-year,App,,0,12,37.47,460.65,176,3,0.279,0.2942,0,3,0.0614,,57.5,Credit Card
CUST012278,45,Male,south,Mid,Graduate,Single,15,Monthly,In-store,Silver,0,8,2762.08,20057.98,164,1,0.4073,0.98,45,0,0.3573,Cashback,42.5,Credit Card
CUST007448,29,Female,north ,High,Graduate,Single,39,Multi-year,App,Silver,0,28,85.84,2449.53,,5,0.0057,0.0486,0,4,0.2027,Free Shipping,72.5,COD
CUST009213,55,Female,north ,Low,High School,Divorced,70,Annual,Web,Bronze,0,20,153.71,2808.68,,6,0.1235,0.4346,28,18,0.8448,Free Shipping,,Credit Card
CUST016385,59,FEMALE,north ,Mid,Graduate,Single,9,Monthly,App,Silver,0,17,35.61,569.34,170,3,0.3449,0.6084,57,3,0.5776,Cashback,37,COD
CUST018059,39,Female,South ,Mid,High School,Single,19,Annual,Web,Gold,0,3,22.18,71.88,160,3,0.2397,0.0512,11,0,0.047,Discount,57.5,Debit Card
CUST004539,23,Male,west,Mid,Post-Graduate,Married,27,Multi-year,App,Bronze,0,20,404.68,8008.22,105,4,0.4432,0.7785,12,14,0.7955,Discount,72,Credit Card
CUST012271,44,Male,CENTRAL,High,Post-Graduate,Widowed,5,Monthly,In-store,Silver,0,6,28.32,179.49,90,3,0,0.98,36,12,0.6923,No Promotion,64,Debit Card
CUST011395,54,Female,central,Mid,Post-Graduate,Divorced,25,Annual,Web,Silver,0,39,55.5,2084.05,140,8,0.4318,0.6541,25,14,0.6619,No Promotion,46.5,Debit Card
CUST005621,50,F,NORTH,Mid,Graduate,Married,58,Monthly,App,Gold,0,33,156.17,4752.46,74,3,0.0534,0.4979,,16,0.7965,No Promotion,53,Wallet
CUST010594,66,Female,north ,Low,,Single,27,Annual,Web,Bronze,1,,145.56,375.87,122,3,0.2381,0.3996,,6,0.4458,Discount,53.5,Credit Card
